Doctor ID,Doctor Name,Doctor Score,Scoliosis Type
1891,dr zizi shenouda edmonton ab ca,3.0,juvenile
1892,Dr Jason M. Bellak Friendship WI ,2.5,lordosis
1893,Dr Jean Paul Brutus Montreal QC ,5.0,adolescent
1894,Dr JOCELYN R. IDEMA FREDERICK MD ,4.0,adult
1895,Dr Erik Swartz Richmond BC ,4.0,dextroscoliosisstructuralcompensatory
1896,Dr SAMUEL ROMIROWSKY Newark DE ,4.0,dextroscoliosisfunctional
1898,margaret baker portland or us,4.0,compensatory
1899,Dr Igor Porotov Norristown PA ,5.0,dextroscoliosis
1900,Dr Catharine Toso Newtown PA ,5.0,levoscoliosis
1901,Dr Charles Malka Montreal QC ,4.75,kyphosis
1902,Dr Trista Felty Abbotsford BC ,4.0,idiopathic
1903,Dr ERIN A. DOE Katy TX ,5.0,infantile
1904,Dr Earl Nussbaum Thornhill ON ,4.5,juvenile
1905,Dr Wade Barker Dallas TX ,5.0,lordosis
1906,Dr David French Calgary AB ,4.25,adolescent
1909,dr akash sinha crestview hills ky us,4.0,dextroscoliosisfunctional
1911,Dr Natasha Sookermany Winnipeg MB ,4.25,compensatory
1912,dr sukhman chahal calgary ab ca,5.0,dextroscoliosis
1913,dr ivan lakicevic sydney nsw au,3.5,levoscoliosis
1914,dr faranak zaeimdar vancouver bc ca,5.0,kyphosis
1916,Dr Amanda R. Gilbert Owens Cross Roads AL ,5.0,infantile
1917,Dr Richard Horwat Nashville TN ,4.5,juvenile
1918,Dr Kenneth Stevens San Luis Obispo CA ,4.0,lordosis
1920,Dr Cynthia Jerome White Plains NY ,1.5,adult
1922,Dr Brent H. Greenwald Idaho Falls ID ,4.0,dextroscoliosisfunctional
1924,Dr BECKY L. MCGRAW WALL Houston TX ,5.0,compensatory
1925,dr farzaneh rostami reston va us,5.0,dextroscoliosis
1926,Dr SCOTT W. OHMART Littleton CO ,4.5,levoscoliosis
1929,Dr Gennady Gekht Bradenton FL ,4.0,infantile
1930,Dr Lynne Murfin Calgary AB ,5.0,juvenile
1931,Dr Simon Kipersztok Waldorf MD ,4.0,lordosis
1933,Dr Kam Kassiri Edmonton AB ,4.0,adult
1934,dr kontny anchorage ak us,5.0,dextroscoliosisstructuralcompensatory
1936,Dr SIMON BEYLIN NANUET NY ,5.0,dextroscoliosislevoscoliosisneuromuscular
1937,Dr Keith Sklar Schaumburg IL ,5.0,compensatory
1938,dr elise boersma salt lake city ut us,5.0,dextroscoliosis
1939,Dr MAFUTAGA S. TAGALOA TULIFAU LAKEWOOD CA ,5.0,levoscoliosis
1940,Dr Michael F. Bishara Riverside CA ,4.0,kyphosis
1941,Dr Evan A. Vieira ROSLYN NY ,5.0,idiopathic
1942,dr assia abibsi montreal qc ca,4.0,infantile
1943,Dr WUITENG KOH Seattle WA ,5.0,juvenile
1944,Dr Sobha Vakhariya Southfield MI ,4.75,lordosis
1946,dr kewan aboulhosn victoria bc ca,4.5,adult
1947,dr shannon sarrasin victoria bc ca,5.0,dextroscoliosisstructuralcompensatory
1948,Dr Amy V. Curtis Bountiful UT ,4.0,dextroscoliosisfunctional
1949,kimberley arcara pmhnp bc northborough ma us,5.0,dextroscoliosislevoscoliosisneuromuscular
1950,Dr Eric T. Lubiner Port Charlotte FL ,5.0,compensatory
1952,Dr MARGARET M. BLACKWOOD Livingston NJ ,3.5,levoscoliosis
1953,Dr Mallary Eisner Calgary AB ,3.0,kyphosis
1954,Dr Adel Kyrollos Ottawa ON ,4.0,idiopathic
1955,Dr KORE K. LIOW Kailua HI ,4.0,infantile
1956,Dr DAVID L. FALKSTEIN SHERMAN TX ,4.0,juvenile
1958,Dr SARAH E. MOON LEXINGTON KY ,5.0,adolescent
1959,dr jeremie abikhzer montreal qc ca,5.0,adult
1960,Dr ROBERT G. MARVIN Houston TX ,4.5,dextroscoliosisstructuralcompensatory
1961,Ola Levitin Ottawa ON ,5.0,dextroscoliosisfunctional
1962,Dr Dean Vrecko Fort Saint John BC ,4.0,dextroscoliosislevoscoliosisneuromuscular
1963,Dr May Naji Morrisville NC ,5.0,compensatory
1964,Dr Cyrus E. Bakhit ROANOKE VA ,4.0,dextroscoliosis
1965,Dr Tamara Chan Calgary AB ,5.0,levoscoliosis
1966,Dr Stephanie E. Steckel Dover DE ,5.0,kyphosis
1967,Dr Haneef Alibhai Abbotsford BC ,4.0,idiopathic
1969,Dr Isaiah Shai Bregman Vancouver BC ,4.75,juvenile
1971,Dr SONIA PARIKH PALO ALTO CA ,4.0,adolescent
1973,Dr AZADEH FAMILI GLENDORA CA ,4.75,dextroscoliosisstructuralcompensatory
1974,Dr Rania Azzi MontrAal QC ,5.0,dextroscoliosisfunctional
1975,Dr Venkatesh B. Segu Cedar Park TX ,4.75,dextroscoliosislevoscoliosisneuromuscular
1976,Dr Yvette C. Sandoval Manassas VA ,1.5,compensatory
1977,Dr Susan P. Birndorf Birmingham MI ,4.0,dextroscoliosis
1978,Dr Ramsey Ellis Lockport IL ,5.0,levoscoliosis
1981,Dr Sharon M. Ondreyco GLENDALE AZ ,3.25,infantile
1983,dr colin bain edmonton ab ca,5.0,lordosis
1984,RAN YANG ASHBURN VA ,5.0,adolescent
1986,Dr BRENDAN CURLEY Philadelphia PA ,4.75,dextroscoliosisstructuralcompensatory
1987,Dr Nicky Ghoreshi Toronto ON ,4.25,dextroscoliosisfunctional
1988,Dr Michael Woo Bellevue WA ,4.75,dextroscoliosislevoscoliosisneuromuscular
1989,dr carl chonghua wang southlake tx us,5.0,compensatory
1990,dr mecca fayad edmonton ab ca,5.0,dextroscoliosis
1991,Dr Melissa A. Rubenstein Dallas TX ,3.75,levoscoliosis
1992,Dr Adekunle Ajayi Las Vegas NV ,3.0,kyphosis
1993,Dr Fares Raymond Issid Montreal QC ,5.0,idiopathic
1994,dr ligaya buchbinder md delray beach fl us,5.0,infantile
1995,Dr Ronald C. Fraback Portland OR ,4.0,juvenile
1996,Dr James R. Pacholka New York NY ,4.0,lordosis
1997,Dr ALFRED A. Desimone WESTON FL ,5.0,adolescent
1998,Dr Abraham C. Yale Fairfield CT ,4.0,adult
1999,dr rachel bier md englewood nj us,3.0,dextroscoliosisstructuralcompensatory
2000,Dr O. Tarabain Windsor ON ,4.0,dextroscoliosisfunctional
2001,Dr James C. Van Doren Hays KS ,4.75,dextroscoliosislevoscoliosisneuromuscular
2002,Dr Kaleroy Papantoniou Commack NY ,5.0,compensatory
2003,David Dennis Calgary AB ,5.0,dextroscoliosis
2004,Dr David I. Kaufman Bethpage NY ,4.5,levoscoliosis
2005,TERRANCE M. JAMES Portland OR ,5.0,kyphosis
2006,Dr Alan Hiltz Toronto ON ,4.75,idiopathic
2009,Dr LINDSAY W. JONES ELLICOTT CITY MD ,5.0,lordosis
2010,Dr Sharon L. Horton Batavia IL ,4.0,adolescent
2011,dr onwumelu calgary ab ca,4.0,adult
2012,Dr KEVIN MURPHY OMAHA NE ,4.0,dextroscoliosisstructuralcompensatory
2013,Dr Sherry Shuman St. Louis MO ,3.0,dextroscoliosisfunctional
2014,Dr Viji Thomas Rochester Hills MI ,3.0,dextroscoliosislevoscoliosisneuromuscular
2015,Dr Brian Paul Brantford ON ,4.75,compensatory
2016,Dr LAWANNA K. MONDAY Lithonia GA ,5.0,dextroscoliosis
2019,ROBYN HEDGES SULLIVAN MO ,5.0,idiopathic
2022,dr arica black lubbock tx us,5.0,lordosis
2023,Dr JASON T. BUNDY Wyomissing PA ,4.0,adolescent
2025,Dr Brian D. Barnett Frisco TX ,5.0,dextroscoliosisstructuralcompensatory
2027,Dr Meiying Kuo Cedar Rapids IA ,4.0,dextroscoliosislevoscoliosisneuromuscular
2029,Dr Hafiza H. Khan Plano TX ,5.0,dextroscoliosis
2030,dr neville campbell las vegas nv us,4.0,levoscoliosis
2033,Dr Mark Strudwick Victoria BC ,5.0,infantile
2034,dr mohammed abrahim milton on ca,4.0,juvenile
2035,Dr MICHAEL L. LANZETTA Taylor MI ,5.0,lordosis
2036,Dr Aly Cohen Freehold NJ ,3.25,adolescent
2038,Dr JOHN P. PARRY Jackson MS ,4.0,dextroscoliosisstructuralcompensatory
2040,Dr SUSAN RAMDHANEY BROOKLYN NY ,4.0,dextroscoliosislevoscoliosisneuromuscular
2041,Dr KATHLEEN FINECO Raleigh NC ,5.0,compensatory
2042,Dr RACHEL A. BENNETT Mount Kisco NY ,4.0,dextroscoliosis
2043,Dr Steven J. Vignale Arlington TX ,4.5,levoscoliosis
2044,Dr ALICIA GRADY McDonough GA ,4.5,kyphosis
2045,dr david george rubin,4.75,idiopathic
2046,Dr I Shoval Richmond Hill ON ,4.5,infantile
2047,Dr Faisal Mahmood Wayne NJ ,5.0,juvenile
2049,dr jatish kaler calgary ab ca,5.0,adolescent
2050,Dr Colby C. Evans AUSTIN TX ,4.0,adult
2051,Dr Jamie Lau Ottawa ON ,5.0,dextroscoliosisstructuralcompensatory
2052,Dr Laura G. Schoenberg New Hyde Park NY ,5.0,dextroscoliosisfunctional
2053,dr candice barra woodbridge on ca,4.5,dextroscoliosislevoscoliosisneuromuscular
2054,Dr Duncan Miller Vancouver BC ,4.5,compensatory
2056,Dr Kathleen Bente Westwood NJ ,5.0,levoscoliosis
2058,Dr Charles R. Adams Norfolk NE ,5.0,idiopathic
2059,Dr INGRID CHANG Westminster CO ,3.0,infantile
2060,Dr Imran M. Bajwa Indiana PA ,5.0,juvenile
2061,Dr Martin Jugenburg Toronto ON ,4.0,lordosis
2062,Dr DEBORAH KELLER HERSHEY PA ,5.0,adolescent
2063,Dr CASSIDY F. BLAIR LOS ANGELES CA ,5.0,adult
2064,Dr Karen O_apos_Neill Mississauga ON ,3.25,dextroscoliosisstructuralcompensatory
2065,Dr Biljana Trpkova Calgary AB ,4.0,dextroscoliosisfunctional
2066,Dr Eric S. Chenven Fort Lauderdale FL ,3.0,dextroscoliosislevoscoliosisneuromuscular
2067,Dr JILL M. ZALIECKAS Boston MA ,5.0,compensatory
2068,Dr Peter Cancellier Irvine CA ,4.75,dextroscoliosis
2069,Dr Deborah L. Mackersie East Lansing MI ,5.0,levoscoliosis
2070,dr kathleen boos md newport beach ca us,4.5,kyphosis
2071,Dr SAMIR K. SAHAI Houston TX ,4.5,idiopathic
2073,Dr Jyothi M. Juarez Houston TX ,3.0,juvenile
2074,dr curtis wiebe calgary ab ca,5.0,lordosis
2076,dr jeffrey tsai gold coast qld au,5.0,adult
2077,Dr MILOS STAROVIC BROOKLYN NY ,5.0,dextroscoliosisstructuralcompensatory
2078,Dr Chintan Shah Hamilton ON ,4.0,dextroscoliosisfunctional
2079,Dr PEDRAM RASHTI SANTA BARBARA CA ,4.5,dextroscoliosislevoscoliosisneuromuscular
2080,Dr Susan B. Hudson San Antonio TX ,5.0,compensatory
2082,Dr Amber Learn Temecula CA ,5.0,levoscoliosis
2084,Dr Peter Laws Christchurch NZ ,5.0,idiopathic
2085,Dr Barry C. Pevner Pembroke Pines FL ,5.0,infantile
2086,Dr Deborah Van Vliet Newmarket ON ,2.0,juvenile
2088,Dr Roberto Garcia Tampa FL ,5.0,adolescent
2090,Dr Renee C. Comizio Morristown NJ ,5.0,dextroscoliosisstructuralcompensatory
2091,Dr MOSTAFA NOURY Worcester MA ,4.0,dextroscoliosisfunctional
2092,Dr Natasha Hayden Montreal QC ,5.0,dextroscoliosislevoscoliosisneuromuscular
2093,Dr Abhishek Raut Scarborough ON ,4.0,compensatory
2094,Dr Katie Beleznay Vancouver BC ,4.0,dextroscoliosis
2096,Dr Irene H. Ludwig Dothan AL ,2.5,kyphosis
2097,Dr Barry Whyte Nanaimo BC ,5.0,idiopathic
2098,Dr Ali Ghafouri MESA AZ ,4.75,infantile
2099,Dr AMY G. SHAH FAIRFAX VA ,3.0,juvenile
2100,Dr Nesreen Suwan CHICAGO IL ,4.0,lordosis
2102,claudine woods fnp c stockbridge ga us,5.0,adult
2105,Dr Tatyana Mezhevich Warrington PA ,5.0,dextroscoliosislevoscoliosisneuromuscular
2106,Dr Bruno Vendittelli Toronto ON ,4.0,compensatory
2107,Dr Sheina Macadam Vancouver BC ,4.5,dextroscoliosis
2108,Dr PHOEBE H. LEONARD Rochester MN ,4.75,levoscoliosis
2110,Dr Chelmin Yeu Frisco TX ,5.0,idiopathic
2111,Dr Andrew Dold Suwanee GA ,1.0,infantile
2114,Dr Jason Wasylyk Kelowna BC ,5.0,adolescent
2115,Dr PENNY L. HEINRICH Thomasville GA ,5.0,adult
2116,Dr Elise C. Allen Omaha NE ,4.0,dextroscoliosisstructuralcompensatory
2117,Dr Laurie L. Glasser Manasquan NJ ,3.0,dextroscoliosisfunctional
2119,Dr Kelly Schweitzer Kingston ON ,4.25,compensatory
2120,Dr Alan Garely Valley Stream NY ,4.75,dextroscoliosis
2121,Dr JENNIFER L. CULTRERA LADY LAKE FL ,5.0,levoscoliosis
2122,Dr Stacy L. Stratmann Plano TX ,3.0,kyphosis
2123,Dr PRASHANT G. KOSHY TEMPLE TX ,5.0,idiopathic
2125,Dr SACHIN S. BHARDWAJ Edina MN ,5.0,juvenile
2126,Dr Timothy L. Mulholland Mason City IA ,5.0,lordosis
2127,Dr Nadine Shelton Winnipeg MB ,4.75,adolescent
2128,Dr Lowell D. Meyerson Elkins Park PA ,5.0,adult
2129,Dr Michelle E. Gordon Putnam Valley NY ,5.0,dextroscoliosisstructuralcompensatory
2130,marilyn freedman toronto on ca,5.0,dextroscoliosisfunctional
2132,Dr STEVEN N. CARTER Oklahoma City OK ,4.0,compensatory
2135,Dr Kevin Petersen Las Vegas NV ,3.0,kyphosis
2136,Dr John Tsourounakis Winnipeg MB ,4.0,idiopathic
2138,Dr Joseph O. DOYLE Rockville MD ,5.0,juvenile
2140,Dr Rajinder K. Verma Mason City IA ,4.5,adolescent
2141,dr noelle hansen,5.0,adult
2142,Dr Imen Ben Cheikh Ottawa ON ,5.0,dextroscoliosisstructuralcompensatory
2143,Dr Jaskamal P. Kahlon Mesa AZ ,3.75,dextroscoliosisfunctional
2145,Dr Robert Kalimi Manhasset NY ,5.0,compensatory
2146,dr rikki mackenzie saskatoon sk ca,5.0,dextroscoliosis
2149,Dr Karen R. Stolman Salt Lake City UT ,3.75,idiopathic
2150,Dr Tareq Abedin Leesburg VA ,3.5,infantile
2151,Dr Melanie Lopes Toronto ON ,5.0,juvenile
2152,Dr Cameron N. Carmody Plano TX ,4.75,lordosis
2153,Dr Robert J. Zehr Naples FL ,4.0,adolescent
2154,Dr W. Francois Louw Invermere BC ,4.25,adult
2155,Dr Karen Buzaglo Laval QC ,3.0,dextroscoliosisstructuralcompensatory
2156,Dr Carolyn Orr Sydney NSW ,4.75,dextroscoliosisfunctional
2158,Dr Gary M. Weiner Scottsdale AZ ,3.75,compensatory
2160,Dr Sophie Roy Laval QC ,4.0,levoscoliosis
2162,Dr Deepika Garg Brampton ON ,4.0,idiopathic
2164,Dr Sky Naslenas Etobicoke ON ,4.5,juvenile
2165,Dr Stephane Elkouri Montreal QC ,4.0,lordosis
2166,dr robert jd ward winnipeg mb ca,5.0,adolescent
2168,Dr KATHERINE MELZER BROOKLYN NY ,4.75,dextroscoliosisstructuralcompensatory
2169,dr dr jared rykiss winnipeg mb ca,4.0,dextroscoliosisfunctional
2170,Dr DANIEL J. KOHANE BABYLON NY ,5.0,dextroscoliosislevoscoliosisneuromuscular
2171,Dr Yazan Hamamy Burlington ON ,5.0,compensatory
2172,Dr LINDSEY M. CALLIGARO Scranton PA ,4.0,dextroscoliosis
2174,Dr Sukhender R. Singireddy Port Orange FL ,5.0,kyphosis
2175,dr mariam haroun oshawa on ca,5.0,idiopathic
2177,dr duvern ramiah johannesburg gt za,5.0,juvenile
2178,Dr Diana Desai Houston TX ,4.5,lordosis
2179,Dr Nicole R. Bramwell Orlando FL ,5.0,adolescent
2181,Dr David T. Breault Boston MA ,1.0,dextroscoliosisstructuralcompensatory
2182,dr yonah krakowsky toronto on ca,5.0,dextroscoliosisfunctional
2183,Dr Dina Kulik Toronto ON ,4.75,dextroscoliosislevoscoliosisneuromuscular
2184,Dr ANITA BARR SOMERS NY ,4.0,compensatory
2185,Dr Angel M. ROMAN ARECIBO PR ,5.0,dextroscoliosis
2186,Dr Rashmi Gulati New York NY ,4.0,levoscoliosis
2187,Dr Steven Helper Vancouver BC ,4.25,kyphosis
2188,Dr IAN P. RODWAY Cincinnati OH ,4.0,idiopathic
2189,Dr Olivier Bechard Montreal QC ,4.0,infantile
2190,Dr RAMANDEEP S. SIDHU Cleveland OH ,5.0,juvenile
2191,dr vinna an melbourne vic au,4.5,lordosis
2192,Dr Janet D. Conway Baltimore MD ,3.25,adolescent
2194,Dr John A. Alton CLEVELAND OH ,4.0,dextroscoliosisstructuralcompensatory
2195,Dr Ike Ahmed Weston ON ,4.75,dextroscoliosisfunctional
2196,Dr Joy P. Rowe RICHMOND VA ,3.0,dextroscoliosislevoscoliosisneuromuscular
2197,Dr JENNIFER S. SARTORI Portsmouth NH ,3.0,compensatory
2199,Dr Monica Torres Goderich ON ,4.0,levoscoliosis
2200,Dr Michael Blackmore Toronto ON ,3.5,kyphosis
2202,Dr MICAH D. RIEGNER Savannah GA ,4.5,infantile
2204,Dr Raquel Bosch RIO PIEDRAS PR ,4.0,lordosis
2205,Dr PETER A. NIXON Austin TX ,4.75,adolescent
2207,Dr KATHRYN KIRK NEW YORK NY ,4.5,dextroscoliosisstructuralcompensatory
2208,Dr Edward Barui Toowoomba QLD ,4.25,dextroscoliosisfunctional
2209,Dr Mary T. Mitskavich Nepyune NJ ,5.0,dextroscoliosislevoscoliosisneuromuscular
2210,Dr Cynthia A. Blalock Mount Pleasant SC ,3.25,compensatory
2212,Dr Christopher P. Tallo Fort Wayne IN ,4.0,levoscoliosis
2213,Dr Stanley Mathew St. Peters MO ,3.25,kyphosis
2214,dr shruti malik fair oaks va us,5.0,idiopathic
2215,Dr Bhupesh Vasisht Voorhees NJ ,5.0,infantile
2216,Dr Quoc Anh Thai BALTIMORE MD ,4.0,juvenile
2217,KATHLEEN M. STAHL Logan UT ,4.75,lordosis
2218,Dr Naresh Vadlamani Hyderabad AP ,4.0,adolescent
2219,Dr Leslie H. Perla ORMOND BEACH FL ,3.25,adult
2220,Dr CARISSA TYO Chicago IL ,5.0,dextroscoliosisstructuralcompensatory
2221,Dr Marvin Sponaugle Palm Harbor FL ,4.5,dextroscoliosisfunctional
2223,Dr Wisam Menesi Fredericton NB ,5.0,compensatory
2224,Dr MANISHA CHANDALIA GALVESTON TX ,4.0,dextroscoliosis
2225,dr rosita d frazier altamonte springs fl us,1.0,levoscoliosis
2226,Dr SALOMON BANARER Dallas TX ,5.0,kyphosis
2227,dr carlos ayala mcallen tx us,5.0,idiopathic
2228,dr caroline coombs vancouver bc ca,4.5,infantile
2229,Dr Hussam Azzam Thompson MB ,4.75,juvenile
2230,Dr Pamela Cooper Stouffville ON ,4.0,lordosis
2232,Dr Matthew Brackman Sarasota FL ,4.75,adult
2233,Dr Anca I. Zegrean Hurricane WV ,3.0,dextroscoliosisstructuralcompensatory
2236,Dr William Parker Los Angeles CA ,5.0,compensatory
2238,Dr Nina Gillmore Maple ON ,5.0,levoscoliosis
2239,dr david stolzenberg bensalem pa us,4.75,kyphosis
2240,Dr NEAL E. LEMMERMAN West Chester OH ,5.0,idiopathic
2241,Dr KARI L. COLEN NEW YORK NY ,4.5,infantile
2244,Dr Moonsang Choi North Vancouver BC ,4.0,adolescent
2245,Dr Richard H. Fryer Draper UT ,5.0,adult
2246,Dr Jerome Edelstein Toronto ON ,5.0,dextroscoliosisstructuralcompensatory
2247,Dr Michael B. Scherb Mason City IA ,5.0,dextroscoliosisfunctional
2248,Dr Harold K. Figueroa Flagstaff AZ ,4.0,dextroscoliosislevoscoliosisneuromuscular
2250,Dr Marshall Freilich Toronto ON ,5.0,dextroscoliosis
2251,Dr JEFFREY A. KOZAK BRYAN TX ,5.0,levoscoliosis
2253,Dr Debra R. Miller Cartersville NC ,4.75,idiopathic
2254,Dr JANICE ANGELES PEORIA AZ ,5.0,infantile
2255,Dr Stuart Ross Calgary AB ,3.75,juvenile
2256,Dr PRADEEP ADATROW Memphis TN ,4.0,lordosis
2258,Dr MICHAL S. ZYLINSKI STATEN ISLAND NY ,5.0,adult
2259,Dr Luigi Di Battista Montreal QC ,5.0,dextroscoliosisstructuralcompensatory
2260,Dr Ronald L. Kirshner Rochester NY ,5.0,dextroscoliosisfunctional
2261,Eric Lavoie Calgary AB ,4.75,dextroscoliosislevoscoliosisneuromuscular
2262,Dr Refaat El Said Kissimmee FL ,4.75,compensatory
2263,Dr Mark Goldgeier ROCHESTER NY ,4.0,dextroscoliosis
2264,dr yi yi wang kitchener on ca,4.0,levoscoliosis
2265,Dr A Markanday Abbotsford BC ,4.0,kyphosis
2266,Dr Nimisha J. Shukla Edison NJ ,3.0,idiopathic
2268,Dr Eric Hatashita Toronto ON ,4.0,juvenile
2270,Dr Dale A. Armstrong Mason City IA ,5.0,adolescent
2271,dr sailesh arulkumar tulsa ok us,2.0,adult
2272,ALLISON W. DIMSDALE Durham NC ,5.0,dextroscoliosisstructuralcompensatory
2273,Dr Ranga C. Krishna Brooklyn NY ,4.25,dextroscoliosisfunctional
2274,dr rhonda harvey sydney nsw au,5.0,dextroscoliosislevoscoliosisneuromuscular
2275,Dr Hani Sinno Montreal QC ,4.25,compensatory
2276,Dr John Zielonka Ottawa ON ,5.0,dextroscoliosis
2277,Dr Steven J. Poskar Bronx NY ,3.5,levoscoliosis
2278,Dr John J. Brannan Cincinnati OH ,5.0,kyphosis
2279,Dr Christian Lamarre Blainville QC ,4.75,idiopathic
2280,SHAWN M. LEE NASHVILLE TN ,5.0,infantile
2281,dr emily bennett hamilton on ca,5.0,juvenile
2282,Dr Tiffany B. Sizemore Ruiz Fort Lauderdale FL ,5.0,lordosis
2285,Dr Atul T. Patel Overland Park KS ,4.5,dextroscoliosisstructuralcompensatory
2286,Dr Patrick Simard Montreal QC ,5.0,dextroscoliosisfunctional
2287,Dr Jules Lemay Sherbrooke QC ,4.0,dextroscoliosislevoscoliosisneuromuscular
2289,dr m david cole newport beach ca us,5.0,dextroscoliosis
2290,Dr GLEN A. MCCLUNG CINCINNATI OH ,5.0,levoscoliosis
2291,Dr Taylor McGuire Orleans ON ,4.25,kyphosis
2293,Dr R. PAUL Fulmer AUSTIN TX ,5.0,infantile
2294,Dr D. Elan Simckes St. Peters MO ,4.0,juvenile
2295,Dr Karen Quinn Calgary AB ,4.75,lordosis
2296,Dr Beth A. McAvey Hartsdale NY ,5.0,adolescent
2297,Dr DAVID A. ETZIONI Phoenix AZ ,4.75,adult
2298,THALES S. RUELA WHITTIER CA ,5.0,dextroscoliosisstructuralcompensatory
2299,Dr Charles Hux SEA GIRT NJ ,4.0,dextroscoliosisfunctional
2301,Dr Mira B. Irons Boston MA ,3.25,compensatory
2302,dr cale parkyn edmonton ab ca,4.75,dextroscoliosis
2303,dr andrew chen calgary ab ca,4.0,levoscoliosis
2304,Dr Scott A. Stevens Venice FL ,4.5,kyphosis
2305,Dr Philip J. Patel RANCHO MIRAGE CA ,4.25,idiopathic
2306,Dr Vicki G. Nowak Panama City FL ,4.75,infantile
2307,Dr Sandeep K. Thaper LEESBURG FL ,4.0,juvenile
2308,Dr Anne E. Miller Cheyenne WY ,3.0,lordosis
2309,Dr Stephanie Strawn Kelowna BC ,4.25,adolescent
2310,Dr Richard J. Fox Boulder CO ,4.0,adult
2311,Dr MARIO S. LUCCA Melrose MA ,5.0,dextroscoliosisstructuralcompensatory
2313,Dr Caroline Wolfe Glen Ellyn IL ,4.25,dextroscoliosislevoscoliosisneuromuscular
2314,Dr Harold Rosenberg Etobicoke ON ,4.5,compensatory
2316,Dr Danny Adkins Knoxville TN ,1.0,levoscoliosis
2317,Dr Katherine Wambera Victoria BC ,3.25,kyphosis
2320,dr arash izadpanah port coquitlam bc ca,5.0,juvenile
2323,Dr Elzette Steyn Selkirk MB ,4.75,adult
2324,Dr Nidhi Pandey Toronto ON ,4.0,dextroscoliosisstructuralcompensatory
2325,Dr PRASAD J. THOTTAM DETROIT MI ,4.75,dextroscoliosisfunctional
2326,Dr SABRINA R. VINEBERG Boston MA ,1.0,dextroscoliosislevoscoliosisneuromuscular
2327,Dr VAN L. Wagner St. LOUIS MO ,5.0,compensatory
2329,Dr Shelby Entner Vernon BC ,4.0,levoscoliosis
2330,Dr STEPHEN C. SORENSON Elgin IL ,5.0,kyphosis
2331,Dr Katie Lingard Airdrie AB ,5.0,idiopathic
2332,Dr Ighodalo Collins Omondiagbe Kelvington SK ,4.0,infantile
2333,Dr Christopher W. Baird BOSTON MA ,5.0,juvenile
2334,Dr Niki A. Silverstein CHESTER NJ ,4.0,lordosis
2335,Dr Jennifer Swaringen Trinity FL ,2.5,adolescent
2336,Dr DAVID SCHREIBER Providence RI ,4.75,adult
2337,Dr Michael J. Collins FORT MYERS FL ,4.0,dextroscoliosisstructuralcompensatory
2338,Dr Desiree M. McCarthy Keith Atlanta GA ,4.0,dextroscoliosisfunctional
2339,Dr Naheed Mohamed Oakville ON ,5.0,dextroscoliosislevoscoliosisneuromuscular
2340,Dr Robert R. Orr Peoria AZ ,5.0,compensatory
2341,Dr FAREHA A. NAWAZ McMinnville OR ,5.0,dextroscoliosis
2342,Dr Nicole Tam Toronto ON ,5.0,levoscoliosis
2343,Dr Abid R. KHAN Kansas City MO ,5.0,kyphosis
2344,dr diya chadha burnaby bc ca,4.0,idiopathic
2346,Dr Marc A. Fritz Raleigh NC ,4.0,juvenile
2348,Dr FRANK C. PURPERA BLACKSBURG VA ,5.0,adolescent
2349,Dr Dolly Bharwani Vancouver BC ,4.75,adult
2351,Dr ROBERT G. SZEWC San Antonio TX ,5.0,dextroscoliosisfunctional
2352,Dr Bob Rishiraj Kamloops BC ,4.0,dextroscoliosislevoscoliosisneuromuscular
2354,Dr WALTER W. STRASH San Antonio TX ,4.75,dextroscoliosis
2355,dr mark nguyen portland or us,5.0,levoscoliosis
2357,dr sari novack toronto on ca,5.0,idiopathic
2358,Dr ADAM HARWOOD New York NY ,3.0,infantile
2359,Dr Shehla Ebrahim North Vancouver BC ,3.75,juvenile
2360,Dr Khushee Sharma Markham ON ,5.0,lordosis
2361,Dr JACEY HANNA Houston TX ,5.0,adolescent
2362,Dr Mohammad Al Mutawa Edmonton AB ,5.0,adult
2364,Dr Judy J. Davis Fresno CA ,4.75,dextroscoliosisfunctional
2365,Dr Kapil Moza Thousand Oaks CA ,4.0,dextroscoliosislevoscoliosisneuromuscular
2366,JONATHAN D. WALD Sarasota FL ,5.0,compensatory
2369,Dr PAVAN K. PAMADURTHI SHERMAN TX ,5.0,kyphosis
2370,Theresa M. Rispoli Burke VA ,4.5,idiopathic
2371,Dr CHRISTOPHER LACROIX Washington NC ,5.0,infantile
2372,Dr Jordana Aziz Vancouver BC ,4.5,juvenile
2374,Dr Rene Recinos Mason City IA ,5.0,adolescent
2375,dr kerry dcosta toronto on ca,5.0,adult
2377,Dr Karen D. Casciaro South Elgin IL ,4.5,dextroscoliosisfunctional
2378,dr sarin prakobwanakit md newport beach ca us,4.0,dextroscoliosislevoscoliosisneuromuscular
2381,Dr Florina Gorsht Georgetown ON ,5.0,levoscoliosis
2382,Dr Mark Reichman Vancouver BC ,5.0,kyphosis
2383,Dr STANCIL J. HUTCHINSON Sacramento CA ,5.0,idiopathic
2384,Dr Kim Rice Dallas TX ,3.75,infantile
2386,Dr Karen Murtaugh Burlington ON ,4.0,lordosis
2387,Dr MARVIN SPONAUGLE TAMPA FL ,5.0,adolescent
2388,Dr David Steven London ON ,4.5,adult
2389,Dr SIMON G. KOKKINAKIS Staten Island NY ,4.0,dextroscoliosisstructuralcompensatory
